店铺名称,id,店铺图片,店铺电话,一级业态,二级业态,产品服务,店铺评分,人均价格,店铺标签,店铺描述,,,,
毛戈平,84810,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/d9d158ffaddd4d7bb0ddb92e503a5ca3_c8edf823d90a673e5c830b2d4f0eb743.jpeg,15137108691,购物,化妆品,"彩妆产品,护肤品,美妆工具,化妆培训课程,形象设计服务",4.1,￥556/人,,毛戈平主打专业彩妆，店铺风格简约大气又高级。装修很有质感，陈列超吸睛。人气单品超多，像光影塑颜粉膏，遮瑕力一流，上脸超服帖。还有各种实用的化妆刷，刷毛柔软。无论你是新手小白还是美妆达人，都能在这里找到心头好。专业化妆师精心调配的色号，能满足不同肤色需求，快来毛戈平开启你的美丽蜕变吧！ ,,,,
伽百利,84812,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/6658e77f77334254b1acf702119bee71_26e535b6f9d306bfbda2ae69a937beb5.jpeg,18603865950,购物,配饰,"项链,手链,耳环,戒指,饰品摆件",4.8,￥389/人,,伽百利店铺风格超独特，装修精致有格调。主打产品超惊艳，品质超棒👍。人气单品更是让人爱不释手，好多人都被圈粉。不管是时尚达人还是追求品质生活的宝子，来这都能挑到心仪好物。在这里，能轻松get到独特又美好的东西，真的绝绝子，赶紧冲呀🛒！ ,,,,
MOUSSY,84813,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/af20cb64cc8b4389ae54d8108b945ecb_31dd7ec6bff20569961c12eefa37bb30.jpeg,13290948528,购物,女装,"女装,上衣,裤子,裙子,外套",3.5,￥540/人,,MOUSSY风格超有个性，装修独特又吸睛。主打时尚潮流服饰，像牛仔裤、小上衣啥的，都超赞👍。人气单品超多，总能让人眼前一亮。衣服剪裁合身，面料也舒服。不管是追求个性的酷女孩，还是想紧跟时尚的靓妹，都能在这挑到心仪的宝贝，轻松get时尚感，赶紧冲去店里逛逛吧🛍️！ ,,,,
THE FAITH MIND,84814,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/27f49029409945f098e76a2277d1bc2d_cab0b3958eb0d08c4a44a6c0bc231ad6.jpeg,13723210516,购物,"配饰,杂货","项链,手链,耳环,戒指,钥匙扣",3.5,￥34/人,正弘中心运动户外人气榜第8名,THE FAITH MIND主打各种时尚潮品，店铺风格超酷炫，装修很有个性，一进去就被吸引啦😎。人气单品超多，总能挑到心水的。衣服款式独特，配饰也超吸睛👀。适合追求个性、热爱时尚的宝子们。来这儿逛逛，说不定就能找到让你瞬间变潮人的宝贝，赶紧冲呀🛒！ ,,,,
安润适,84816,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c0978c23e48a4ec0876dea482a27350d_249928dee9d1bdc9a036c277c05cca29.jpeg,15537006052,购物,化妆品,"护肤品,彩妆,香水,美容工具,个人护理产品",3.5,￥360/人,,安润适店铺风格简约又时尚，装修超有特色，一进去就很舒服😌。主打产品超赞，能满足各种需求🤗。人气单品更是一绝，好多人都疯狂打 call👍。不管你是追求精致生活的小年轻，还是注重品质的上班族，安润适都超适合你！快去逛逛，说不定能发现超惊喜的好物哦🎁！ ,,,,
Polo Ralph Lauren,84817,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/e878e66d2d794621a057f663e3787510_bb2bedbbf63ebaec3a62ac7737cb960c.jpeg,18595608043,购物,精品服饰,"服装,配饰,鞋履,香水,家居用品",3.5,￥1365/人,建业凯旋广场服饰鞋包人气榜第7名,Polo Ralph Lauren的风格超有美式休闲那味儿🤩。店铺装修简约大气，陈列的衣服都很有质感。主打各种经典的Polo衫，面料舒适透气。人气单品的话，像他家的彩色Polo衫，上身超吸睛👀。无论是日常出街还是参加活动，都能轻松hold住。很适合追求时尚又喜欢舒适风格的宝子们，赶紧冲呀🛒！ ,,,,
藏宝金,84820,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/a72f1584fe304a67a217c1a5556b3672_21e326340723f04c70f9d9ea326a9c52.jpeg,13611160822,购物,珠宝首饰,"黄金饰品,钻石饰品,翡翠饰品,珠宝定制服务,珠宝鉴定服务",,,,藏宝金装修超有格调✨，满满的时尚感。主打各类精致金饰，款式超丰富，从简约日常到华丽设计，啥风格都有。人气单品多到挑花眼，像小巧的足金耳钉，简约又百搭，戴上超显气质；还有独特的金项链，造型别致，戴上就是人群焦点。不管是日常佩戴还是送礼，藏宝金都超合适，快来挑一款属于你的小金饰吧！ ,,,,
GIMING,84821,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/2989237c49c349d7ba81907b1205f5dc_7c89164fd65edf20a635b6ca28f3a51f.jpeg,13526827527,购物,女装,"女装,服装配饰,时尚穿搭建议,服装销售,服装定制（如有）",3.5,,,GIMING主打产品超有个性，店铺风格独特又吸睛，装修特色满满细节。人气单品更是让人爱不释手。无论是时尚弄潮儿，还是追求独特风格的宝子都超适合来这逛逛。在这里，能轻松get到与众不同的好物，每一件都仿佛在诉说着独特故事，快来GIMING开启你的专属时尚之旅吧！ ,,,,
曼妮芬,84825,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/6297593890f4485b8acdf7a5f9b7fb34_8a83cf8ff2774b07d9bf9e471ee6ea95.jpeg,13523457133,购物,女装,"女士内衣,女士家居服,女士睡衣,女士泳衣,女士保暖衣",3.5,￥495/人,,曼妮芬的内衣超绝，舒适又好看。店铺风格简约时尚，装修精致。人气单品超多，比如他家的无钢圈内衣，承托力超棒，穿着超舒服，一点束缚感都没有。还有蕾丝边的款式，精致又性感。不管是小清新还是御姐范，都能在这里找到适合自己的内衣。姐妹们，快来曼妮芬挑选你的专属内衣吧！💕 ,,,,
Max&Co,84826,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/beff3bcb7e0241b5a5e8c416877690df_82bcba84ae776c6ce4120f41b7408a69.jpeg,0371-63399328,购物,精品服饰,"服装,配饰,鞋履,箱包,时尚单品",3.5,,,Max&Co店铺风格超有格调✨，装修精致又大气。主打时尚服饰，款式多样，从简约基础款到个性潮流款都有。人气单品更是多到挑花眼😍，比如经典的风衣，剪裁超棒，穿上气场十足。很适合追求时尚、注重品质的姐妹们👩，每次来都能找到心仪的那件美衣，轻松变身时尚焦点！ ,,,,
Theory,84827,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/ec9a0fe052534a1d80ef893c548ccac0_8f73e282b14dde7de1c6519803432e13.jpeg,0371-53625918,购物,精品服饰,"服装,鞋履,配饰",3.6,￥2036/人,,Theory主打简约时尚风，装修超有格调，一进去就感觉超有品味😎。他家的衣服剪裁超棒，面料质感也超赞👍。像经典的直筒裤、简约的衬衫都是人气单品。很适合都市上班族和追求品质穿搭的宝子们，轻松就能打造出高级又舒适的造型，每次逛都能挑到心仪的好物，赶紧冲呀🛍️！ ,,,,
AIR JORDAN,84831,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/ea73d16543c24d928e65a661cb9c21c6_dd5d2cc30ad7e50f8c42cb3615d1feeb.jpeg,13569515433,购物,运动用品,"乔丹品牌运动鞋,乔丹品牌运动服饰,乔丹品牌运动配件",3.5,￥817/人,,AIR JORDAN店铺风格超酷炫，装修超有街头感，一进去就热血沸腾！主打产品当然是超火的AJ系列啦，每双都超有设计感。人气单品多得数不过来，像经典的AJ1，配色超绝。好多篮球爱好者和潮人都爱来这。穿上他家鞋子，瞬间气场两米八，走在街上超吸睛，咱就是说，谁能拒绝一双AJ呢！ ,,,,
AIR JORDAN,84831,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/ea73d16543c24d928e65a661cb9c21c6_dd5d2cc30ad7e50f8c42cb3615d1feeb.jpeg,13569515433,购物,运动用品,"乔丹品牌运动鞋,乔丹品牌运动服饰,乔丹品牌运动配件",3.5,￥817/人,,AIR JORDAN的店铺风格超酷炫，装修特色满满，一进去就被那种潮流氛围包围。主打产品当然是各种超帅的运动鞋啦！人气单品多到挑花眼。不管你是运动达人，还是超爱潮流穿搭的酷盖，都能在这里找到心头好。上脚他家鞋子，瞬间气场两米八，分分钟成为街头焦点，赶紧冲！ ,,,,
PEACEBIRD MAN,84839,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/1b43523175ec4c0ab09533376f429dce_e8fc576ffce853745a833508b896792d.jpeg,17839298522,购物,"运动休闲装,男装","男装,运动休闲服饰,购物服务",3.4,￥37/人,,PEACEBIRD MAN风格超酷，装修很有个性，满满的潮流感。主打男装，款式超多样。人气单品那可太多啦，像简约的白T、潮流的牛仔裤，上身超帅。衣服质量也超棒，面料舒适。不管是时尚潮男，还是追求个性穿搭的型男，都能在这里找到心头好，轻松get帅气造型，赶紧冲！ ,,,,
Marella,84840,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/060791951aaf4a9b904eb3778afd1c61_5c6c0ba8130a0f1c34a1a414cfe33a92.jpeg,13621362674,购物,精品,"时尚服装,鞋履,配饰,箱包,美妆产品",3.5,,,Marella衣服超有风格✨，各种时尚单品让人挑花眼。店铺装修简约又大气，逛起来超舒服😌。主打产品涵盖日常装和度假风，款式超赞👍。人气单品多到爆，像那件碎花裙，穿上就是度假小公举👸。无论是追求时尚的潮人，还是想找度假美衣的宝子，都能在 Marella 挑到心仪的，赶紧冲呀🛍️！ ,,,,
上集,84841,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/9af6fd5e78754558a9ab23ca92d322b0_16e0dfcfca51a05ea76bf90086c48ef3.jpeg,15890000240,购物,女装,"女装,服装配饰,时尚穿搭建议,服装销售,服装搭配服务",,,,上集主打产品超有个性，店铺风格独特又吸睛，装修特色满满细节。人气单品更是让人眼前一亮😍。这里适合追求时尚潮流、爱独特风格的宝子们。一进店就仿佛进入了一个潮流小世界，能轻松get到各种超赞好物，真的太好逛啦，赶紧冲！ ,,,,
AGETE,84843,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/45a434df4cb1435f8787a1c92b1f405c_e3dfa13d8bf707d09d97665bb394f278.jpeg,15237106101,购物,精品,"珠宝首饰,手表,时尚配饰",3.5,￥2599/人,,AGETE一进店就被梦幻的氛围包围。他家主打各种精致的珠宝首饰，风格独特又优雅。店铺装修超有格调，灯光一打，饰品闪闪发光。人气单品比如星辰系列项链，戴上超吸睛。很适合喜欢小众设计、追求独特美的仙女们。每次逛都忍不住剁手，在这里能轻松找到让自己心动的宝藏饰品，戴上瞬间提升气质，爱了爱了💕 ,,,,
BOSS SUNWEN,84844,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/92fbcfb9add34732b809b962da79468a_bda59d42d9b6ff5cc3f33eed3b5f7341.jpeg,17796657568,购物,男装,"男士正装,男士休闲装,男士配饰,男装定制服务,男装搭配建议",3.5,￥1235/人,,BOSS SUNWEN店铺风格超有质感，装修精致又大气。主打各类时尚服饰，剪裁超棒，面料也很赞。人气单品超多，比如经典的衬衫，简约又不失格调。无论是日常出街还是职场穿搭，都能轻松拿捏。适合追求品质与时尚的宝子们，来这儿总能挑到心仪的衣服，瞬间提升气场，成为人群焦点✨ 。 ,,,,
Monologue,84849,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/03a112b2c51c4947b00fddce9a3be600_84d0b12d27814cb79efb264c7445e104.jpeg,15036110810,购物,珠宝首饰,"项链,手链,耳环,戒指,珠宝饰品",4.6,￥8387/人,,Monologue装修超有特色，氛围感拉满✨。主打产品独特又迷人，设计感十足。人气单品更是让人爱不释手😍。风格独特，不管是时尚潮人还是追求个性的宝子都超适合。在这里，能轻松get到与众不同的好物，每一件都仿佛在诉说着独特的故事，真的太好逛啦，来了就不想走！ ,,,,
F2,84852,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/a115a2154f144f4bae23fb120d485e73_38ffd386ef0c4fca37f30726efa48d1c.jpeg,13592646513,购物,"鞋履,箱包","鞋子,箱包",,,,"F2店铺风格超独特，装修很有个性，一进去就感觉超吸睛✨。主打鞋子,箱包超有创意，能满足各种潮流爱好者的需求。人气单品更是多到挑花眼，好多人都抢着入手😎。不管是时尚达人还是追求个性的宝子，都能在这儿找到心头好，赶紧冲呀！ ",,,,
耳语,84853,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/69653dc78a224073b65f9d1c7f246ed6_003405307790580c5c68bd31559bc98e.jpeg,13147647263,购物,"配饰,杂货","耳环,项链,手链,戒指,帽子",3.6,￥276/人,,耳语店内装修超有特色，温馨又浪漫💕，主打各种精致小物。人气单品多多，像可爱的手作饰品，戴上超吸睛👀；还有风格独特的香薰蜡烛🕯，点上瞬间氛围感拉满。很适合追求生活品质、喜欢小众好物的宝子们来逛，每次来都能收获满满惊喜，赶紧冲呀🎉 ,,,,
JIUSUIBAN,84856,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/1dbd4e22eb934f7e8c896c199be6df59_41df5bdb1c0a6d34bde2a442c2f4605f.jpeg,13849026308,购物,儿童用品,"儿童服装,儿童玩具,儿童鞋类,儿童配饰,儿童家居用品",4.3,￥121/人,,"JIUSUIBAN品牌专注于0-16岁儿童的内衣,注重孩子们的身体与心灵上的享受,秉承着“舒适、健康、时尚”的理念,与妈妈一同呵护孩子健康成长,给更多孩子带来高品质的生活体验。",,,,
MARYKKI,84857,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/b75c2f8c88894cf18b13785dc5ca03cf_DFVFREFREQQQQQQQQQQ.jpeg,17737306969,购物,女装,"连衣裙,上衣,裤子,短裙,外套",3.5,￥1053/人,,MARYKKI风格独特，装修超有特色，一进去就感觉超有氛围✨。主打产品超赞，人气单品更是让人爱不释手😍。无论是时尚达人还是追求个性的小伙伴，都能在这里找到心头好。衣服款式多样，质量也超棒👍。快来MARYKKI，让自己成为人群中的焦点吧👏！ ,,,,
GGCC,84859,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/9588db2d428c44289f6cbbe1a32fb2f7_0cd6ca2d4b5bd1dc27c2644e570bb519.jpeg,15516915122,购物,"鞋履,箱包","鞋子,箱包",3.5,￥1059/人,,GGCC店铺风格超独特，装修很有个性。主打产品超吸睛，各种时尚单品让人挑花眼。人气单品更是一绝，像[具体人气单品]，设计感满满，质量也超棒。适合追求时尚、个性的宝子们。在这里，能轻松get到与众不同的穿搭，分分钟让你成为街头焦点，赶紧冲！ ,,,,
Tartine et Chocolat,84860,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/72e684d81ba24cbca64ad0d1e648c37c_7cbcf2d2d25bdcb107cae22666ea7e98.jpeg,18239921535,购物,食品销售,"儿童巧克力,儿童糕点,儿童糖果,儿童零食,儿童烘焙食品",3.6,,,"Tartine et Chocolat装修超有氛围感，满满法式风情。主打产品是儿童巧克力,儿童糕点,儿童糖果,儿童零食,儿童烘焙食品。人气单品巧克力法棍，一口下去超满足！很适合喜欢精致甜品和独特风味美食的宝子们。每次去都被香迷糊啦，赶紧冲！ ",,,,
paw in paw&paw in paw baby,84861,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/6a8933e842cb40be9f623ea45c30e85e_62e21f9fde765a5ae2d787675d58175d.jpeg,13939030516,购物,"母婴用品,儿童服装","儿童服装,儿童鞋类,儿童配饰",3.5,￥763/人,,paw in paw&paw in paw baby主打各种萌趣童装👚，风格超治愈。装修充满童趣，像走进了童话世界🧚‍♀️。人气单品超多，衣服质量超棒👍。很多宝妈都爱带娃来这逛🛍️，能轻松挑到宝贝喜欢的衣服。无论是日常出街还是参加活动，他家衣服都能让宝贝萌翻全场🥰，宝妈们快来冲呀！ ,,,,
DOMIAMIA,84862,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/298df30736ae44bfa36fb6199d918828_%E5%95%8A%E5%95%8A%E5%95%8A.jpeg,13783495583,购物,母婴用品,"儿童服装,儿童鞋类,儿童配饰,儿童家居用品,儿童玩具",4.3,￥209/人,,"DOMIAMIA店铺风格超温馨，装修特色满满，让人一进去就感觉超治愈。主打儿童服装,儿童鞋类,儿童配饰,儿童家居用品,儿童玩具，人气单品更是多到挑花眼，每次来都忍不住剁手。",,,,
